nr,X,Y,H,czas,tryb
0384_2011,5545133.7067,7422053.689,238.8958,06/06/2011 10:46:50,Pomierzony
0385_2011,5545134.1762,7422054.9584,238.8811,06/06/2011 10:46:55,Pomierzony
0386_2011,5545134.6066,7422056.3636,238.8798,06/06/2011 10:47:00,Pomierzony
0387_2011,5545134.9712,7422057.8236,238.8932,06/06/2011 10:47:05,Pomierzony
0388_2011,5545135.2933,7422059.1637,238.88,06/06/2011 10:47:10,Pomierzony
0389_2011,5545135.5274,7422060.3263,238.906,06/06/2011 10:47:15,Pomierzony
0390_2011,5545135.7182,7422061.3171,238.8826,06/06/2011 10:47:20,Pomierzony
0391_2011,5545135.8692,7422062.1661,238.8875,06/06/2011 10:47:25,Pomierzony
0392_2011,5545136.0103,7422062.8642,238.8661,06/06/2011 10:47:30,Pomierzony
0393_2011,5545136.3743,7422063.6466,238.8898,06/06/2011 10:47:35,Pomierzony
0394_2011,5545136.6674,7422064.3314,238.9069,06/06/2011 10:47:40,Pomierzony
0395_2011,5545136.9044,7422064.9222,238.9183,06/06/2011 10:47:45,Pomierzony
0396_2011,5545137.1103,7422065.4074,238.8758,06/06/2011 10:47:50,Pomierzony
0397_2011,5545137.2625,7422065.7863,238.8738,06/06/2011 10:47:55,Pomierzony
0398_2011,5545137.386,7422066.068,238.8818,06/06/2011 10:48:00,Pomierzony
0399_2011,5545137.4779,7422066.2822,238.8855,06/06/2011 10:48:05,Pomierzony
0400_2011,5545137.5552,7422066.2371,238.8513,06/06/2011 10:48:10,Pomierzony
0401_2011,5545137.9131,7422066.1202,238.8536,06/06/2011 10:48:15,Pomierzony
0402_2011,5545138.5048,7422066.2166,238.8045,06/06/2011 10:48:20,Pomierzony
0403_2011,5545139.0004,7422066.3229,238.8499,06/06/2011 10:48:25,Pomierzony
0404_2011,5545139.3695,7422066.3994,238.9069,06/06/2011 10:48:30,Pomierzony
0405_2011,5545139.7395,7422066.4632,238.87,06/06/2011 10:48:35,Pomierzony
0406_2011,5545140.0597,7422066.5204,238.88,06/06/2011 10:48:40,Pomierzony
0407_2011,5545140.2752,7422066.3979,238.9069,06/06/2011 10:48:45,Pomierzony
0408_2011,5545140.2206,7422065.6359,238.9019,06/06/2011 10:48:50,Pomierzony
0409_2011,5545140.5232,7422064.8293,238.9937,06/06/2011 10:48:55,Pomierzony
0410_2011,5545141.0282,7422063.857,238.9847,06/06/2011 10:49:00,Pomierzony
0411_2011,5545141.8922,7422063.2291,239.0311,06/06/2011 10:49:05,Pomierzony
0412_2011,5545142.911,7422062.9265,239.1708,06/06/2011 10:49:10,Pomierzony
0413_2011,5545143.8389,7422062.8979,239.1612,06/06/2011 10:49:15,Pomierzony
0414_2011,5545144.6981,7422062.8386,238.9008,06/06/2011 10:49:20,Pomierzony
0415_2011,5545145.5689,7422062.6117,238.8994,06/06/2011 10:49:25,Pomierzony
0416_2011,5545146.4046,7422062.4198,238.8821,06/06/2011 10:49:30,Pomierzony
0417_2011,5545147.2649,7422062.2954,238.9074,06/06/2011 10:49:35,Pomierzony
0418_2011,5545148.8344,7422062.1416,238.9201,06/06/2011 10:49:45,Pomierzony
0419_2011,5545149.7009,7422062.168,238.8834,06/06/2011 10:49:50,Pomierzony
0420_2011,5545150.5737,7422062.1718,238.8748,06/06/2011 10:49:55,Pomierzony
0421_2011,5545151.3394,7422062.2005,238.872,06/06/2011 10:50:00,Pomierzony
0422_2011,5545152.0927,7422062.2328,238.9186,06/06/2011 10:50:05,Pomierzony
0423_2011,5545152.9428,7422061.1784,239.0275,06/06/2011 10:50:10,Pomierzony
0424_2011,5545154.7185,7422060.2528,239.2069,06/06/2011 10:50:15,Pomierzony
0425_2011,5545156.3712,7422060.8268,239.4565,06/06/2011 10:50:20,Pomierzony
0426_2011,5545157.8675,7422061.4841,239.7707,06/06/2011 10:50:25,Pomierzony
0427_2011,5545159.2572,7422062.1416,240.201,06/06/2011 10:50:30,Pomierzony
0428_2011,5545160.7521,7422062.7328,240.6956,06/06/2011 10:50:35,Pomierzony
0429_2011,5545162.7341,7422063.7029,241.3038,06/06/2011 10:50:40,Pomierzony
0430_2011,5545165.8337,7422064.9506,241.9973,06/06/2011 10:50:45,Pomierzony
0431_2011,5545169.4372,7422065.9608,242.7931,06/06/2011 10:50:50,Pomierzony
0432_2011,5545173.1196,7422066.9624,243.6796,06/06/2011 10:50:55,Pomierzony
0433_2011,5545177.3283,7422067.7516,243.6124,06/06/2011 10:51:00,Pomierzony
0434_2011,5545183.2456,7422069.1128,235.7569,06/06/2011 10:51:05,Pomierzony
0435_2011,5545188.7658,7422069.2796,237.0636,06/06/2011 10:51:10,Nawigacyjny
0436_2011,5545190.1452,7422070.0166,239.7489,06/06/2011 10:51:15,Pomierzony
0437_2011,5545194.3591,7422069.539,239.6393,06/06/2011 10:51:20,Pomierzony
0438_2011,5545198.6948,7422069.3264,239.2379,06/06/2011 10:51:25,Pomierzony
0439_2011,5545202.9163,7422070.0363,238.8675,06/06/2011 10:51:30,Pomierzony
0440_2011,5545206.932,7422071.233,238.8949,06/06/2011 10:51:35,Pomierzony
0441_2011,5545210.667,7422073.0017,238.8816,06/06/2011 10:51:40,Pomierzony
0442_2011,5545214.2935,7422074.9594,238.8907,06/06/2011 10:51:45,Pomierzony
0443_2011,5545217.6567,7422077.0443,238.8974,06/06/2011 10:51:50,Pomierzony
0444_2011,5545220.9231,7422079.143,238.9112,06/06/2011 10:51:55,Pomierzony
0445_2011,5545224.2759,7422080.7635,238.8941,06/06/2011 10:52:00,Pomierzony
0446_2011,5545227.9456,7422081.84,238.8824,06/06/2011 10:52:05,Pomierzony
0447_2011,5545231.9268,7422082.6078,238.8876,06/06/2011 10:52:10,Pomierzony
0448_2011,5545235.9178,7422083.0503,238.8817,06/06/2011 10:52:15,Pomierzony
0449_2011,5545239.719,7422082.9924,238.8981,06/06/2011 10:52:20,Pomierzony
0450_2011,5545242.3419,7422081.479,238.8845,06/06/2011 10:52:25,Pomierzony
0451_2011,5545245.8669,7422080.4389,238.8824,06/06/2011 10:52:30,Pomierzony
0452_2011,5545249.9805,7422080.6113,238.895,06/06/2011 10:52:35,Pomierzony
0453_2011,5545254.2136,7422081.2235,238.8916,06/06/2011 10:52:40,Pomierzony
0454_2011,5545258.3259,7422082.3684,238.8838,06/06/2011 10:52:45,Pomierzony
0455_2011,5545262.4071,7422083.3704,238.8894,06/06/2011 10:52:50,Pomierzony
0456_2011,5545266.4506,7422084.5018,238.8836,06/06/2011 10:52:55,Pomierzony
0457_2011,5545270.5136,7422085.7223,238.8929,06/06/2011 10:53:00,Pomierzony
0458_2011,5545274.8991,7422086.874,238.8948,06/06/2011 10:53:05,Pomierzony
