nr,X,Y,H,czas
tAuto63549,5545128.221,7421946.000,239.7149,05/26/2010 13:52:17
tAuto63550,5545128.283,7421946.000,239.7125,05/26/2010 13:52:18
tAuto63551,5545128.252,7421946.04,239.7054,05/26/2010 13:52:19
tAuto63552,5545128.033,7421946.196,239.7173,05/26/2010 13:52:20
tAuto63553,5545127.815,7421946.292,239.7118,05/26/2010 13:52:21
tAuto63554,5545127.692,7421946.27,239.713,05/26/2010 13:52:22
tAuto63555,5545127.476,7421946.227,239.7157,05/26/2010 13:52:23
tAuto63556,5545127.354,7421946.126,239.7129,05/26/2010 13:52:24
tAuto63557,5545127.139,7421946.063,239.7139,05/26/2010 13:52:25
tAuto63558,5545126.954,7421946.021,239.7113,05/26/2010 13:52:26
tAuto63559,5545126.769,7421945.958,239.7118,05/26/2010 13:52:27
tAuto63560,5545126.585,7421945.916,239.7078,05/26/2010 13:52:28
tAuto63561,5545126.431,7421945.854,239.7112,05/26/2010 13:52:29
tAuto63562,5545126.308,7421945.812,239.7112,05/26/2010 13:52:30
tAuto63563,5545126.185,7421945.771,239.7184,05/26/2010 13:52:31
tAuto63564,5545126.062,7421945.749,239.7192,05/26/2010 13:52:32
tAuto63565,5545125.939,7421945.708,239.7135,05/26/2010 13:52:33
tAuto63566,5545125.846,7421945.686,239.7062,05/26/2010 13:52:34
tAuto63567,5545125.754,7421945.665,239.7154,05/26/2010 13:52:35
tAuto63568,5545125.662,7421945.644,239.709,05/26/2010 13:52:36
tAuto63569,5545125.569,7421945.642,239.7125,05/26/2010 13:52:37
tAuto63570,5545125.507,7421945.622,239.71,05/26/2010 13:52:38
tAuto63571,5545125.446,7421945.601,239.7195,05/26/2010 13:52:39
tAuto63572,5545125.384,7421945.6,239.7149,05/26/2010 13:52:40
tAuto63573,5545125.354,7421945.58,239.7139,05/26/2010 13:52:41
tAuto63574,5545125.323,7421945.579,239.7194,05/26/2010 13:52:42
tAuto63575,5545125.292,7421945.559,239.7144,05/26/2010 13:52:43
tAuto63576,5545125.261,7421945.558,239.715,05/26/2010 13:52:44
tAuto63577,5545125.292,7421945.539,239.7192,05/26/2010 13:52:45
tAuto63578,5545125.293,7421945.519,239.7143,05/26/2010 13:52:46
tAuto63579,5545125.293,7421945.519,239.7131,05/26/2010 13:52:47
tAuto63580,5545125.324,7421945.519,239.7185,05/26/2010 13:52:48
tAuto63581,5545125.355,7421945.5,239.7133,05/26/2010 13:52:49
tAuto63582,5545125.417,7421945.501,239.7127,05/26/2010 13:52:50
tAuto63583,5545125.478,7421945.502,239.7143,05/26/2010 13:52:51
tAuto63584,5545125.509,7421945.502,239.714,05/26/2010 13:52:52
tAuto63585,5545125.602,7421945.504,239.7079,05/26/2010 13:52:53
tAuto63586,5545125.664,7421945.504,239.7148,05/26/2010 13:52:54
tAuto63587,5545125.756,7421945.506,239.7092,05/26/2010 13:52:55
tAuto63588,5545125.818,7421945.507,239.7132,05/26/2010 13:52:56
tAuto63589,5545125.911,7421945.508,239.7155,05/26/2010 13:52:57
tAuto63590,5545125.85,7421945.467,239.7108,05/26/2010 13:52:58
tAuto63591,5545125.697,7421945.346,239.7125,05/26/2010 13:52:59
tAuto63592,5545125.453,7421945.143,239.7117,05/26/2010 13:53:00
tAuto63593,5545125.209,7421944.881,239.717,05/26/2010 13:53:01
tAuto63594,5545124.938,7421944.439,239.7093,05/26/2010 13:53:02
tAuto63595,5545124.729,7421943.938,239.7085,05/26/2010 13:53:03
tAuto63596,5545124.583,7421943.339,239.7217,05/26/2010 13:53:04
tAuto63597,5545124.561,7421942.702,239.7094,05/26/2010 13:53:05
tAuto63598,5545124.785,7421942.208,239.7165,05/26/2010 13:53:06
tAuto63599,5545125.069,7421941.754,239.7123,05/26/2010 13:53:07
tAuto63600,5545125.506,7421941.502,239.7168,05/26/2010 13:53:08
tAuto63601,5545125.973,7421941.27,239.7214,05/26/2010 13:53:09
tAuto63602,5545126.592,7421941.199,239.717,05/26/2010 13:53:10
tAuto63603,5545127.241,7421941.149,239.7197,05/26/2010 13:53:11
tAuto63604,5545128.013,7421941.18,239.7138,05/26/2010 13:53:12
tAuto63605,5545128.847,7421941.212,239.7164,05/26/2010 13:53:13
tAuto63606,5545129.71,7421941.344,239.7211,05/26/2010 13:53:14
tAuto63607,5545130.667,7421941.458,239.7108,05/26/2010 13:53:15
tAuto63608,5545131.59,7421941.71,239.7193,05/26/2010 13:53:16
tAuto63609,5545132.639,7421941.825,239.7044,05/26/2010 13:53:17
tAuto63610,5545133.687,7421941.999,239.7246,05/26/2010 13:53:18
tAuto63611,5545134.797,7421942.175,239.7038,05/26/2010 13:53:19
tAuto63612,5545135.907,7421942.33,239.7155,05/26/2010 13:53:20
tAuto63613,5545137.078,7421942.546,239.706,05/26/2010 13:53:21
tAuto63614,5545138.252,7421942.603,239.711,05/26/2010 13:53:22
tAuto63615,5545139.424,7421942.72,239.7059,05/26/2010 13:53:23
tAuto63616,5545140.599,7421942.677,239.701,05/26/2010 13:53:24
tAuto63617,5545141.742,7421942.714,239.7161,05/26/2010 13:53:25
tAuto63618,5545142.949,7421942.552,239.6956,05/26/2010 13:53:26
tAuto63619,5545144.124,7421942.49,239.7085,05/26/2010 13:53:27
tAuto63620,5545145.299,7421942.467,239.7039,05/26/2010 13:53:28
tAuto63621,5545146.473,7421942.464,239.7026,05/26/2010 13:53:29
tAuto63622,5545147.615,7421942.541,239.7057,05/26/2010 13:53:30
tAuto63623,5545148.789,7421942.558,239.7043,05/26/2010 13:53:31
tAuto63624,5545149.931,7421942.674,239.7135,05/26/2010 13:53:32
tAuto63625,5545151.104,7421942.771,239.701,05/26/2010 13:53:33
tAuto63626,5545152.245,7421942.927,239.7154,05/26/2010 13:53:34
tAuto63627,5545153.353,7421943.182,239.7044,05/26/2010 13:53:35
tAuto63628,5545154.463,7421943.397,239.7098,05/26/2010 13:53:36
tAuto63629,5545155.571,7421943.711,239.711,05/26/2010 13:53:37
tAuto63630,5545156.678,7421944.026,239.699,05/26/2010 13:53:38
tAuto63631,5545157.785,7421944.4,239.7148,05/26/2010 13:53:39
tAuto63632,5545158.954,7421944.756,239.6948,05/26/2010 13:53:40
tAuto63633,5545160.03,7421945.13,239.7139,05/26/2010 13:53:41
tAuto63634,5545161.23,7421945.506,239.6935,05/26/2010 13:53:42
tAuto63635,5545162.338,7421945.82,239.7199,05/26/2010 13:53:43
tAuto63636,5545163.506,7421946.235,239.7034,05/26/2010 13:53:44
tAuto63637,5545164.613,7421946.59,239.7107,05/26/2010 13:53:45
tAuto63638,5545165.815,7421946.846,239.6942,05/26/2010 13:53:46
tAuto63639,5545166.986,7421947.022,239.6976,05/26/2010 13:53:47
tAuto63640,5545168.157,7421947.238,239.7072,05/26/2010 13:53:48
tAuto63641,5545169.33,7421947.315,239.6906,05/26/2010 13:53:49
tAuto63642,5545170.441,7421947.451,239.7105,05/26/2010 13:53:50
tAuto63643,5545171.584,7421947.487,239.692,05/26/2010 13:53:51
tAuto63644,5545172.664,7421947.543,239.7081,05/26/2010 13:53:52
tAuto63645,5545173.839,7421947.5,239.6998,05/26/2010 13:53:53
tAuto63646,5545174.952,7421947.497,239.7055,05/26/2010 13:53:54
tAuto63647,5545176.095,7421947.474,239.6939,05/26/2010 13:53:55
tAuto63648,5545177.209,7421947.37,239.6962,05/26/2010 13:53:56
tAuto63649,5545178.323,7421947.307,239.716,05/26/2010 13:53:57
tAuto63650,5545179.498,7421947.225,239.6938,05/26/2010 13:53:58
tAuto63651,5545180.549,7421947.2,239.7098,05/26/2010 13:53:59
tAuto63652,5545181.693,7421947.117,239.6988,05/26/2010 13:54:00
tAuto63653,5545182.744,7421947.093,239.7057,05/26/2010 13:54:01
tAuto63654,5545183.856,7421947.169,239.695,05/26/2010 13:54:02
tAuto63655,5545184.874,7421947.283,239.7053,05/26/2010 13:54:03
tAuto63656,5545185.953,7421947.438,239.7066,05/26/2010 13:54:04
tAuto63657,5545187.032,7421947.593,239.7023,05/26/2010 13:54:05
tAuto63658,5545188.08,7421947.768,239.7094,05/26/2010 13:54:06
tAuto63659,5545189.129,7421947.922,239.6996,05/26/2010 13:54:07
tAuto63660,5545190.146,7421948.076,239.7053,05/26/2010 13:54:08
tAuto63661,5545191.225,7421948.251,239.7014,05/26/2010 13:54:09
tAuto63662,5545192.212,7421948.365,239.71,05/26/2010 13:54:10
tAuto63663,5545193.14,7421948.319,239.708,05/26/2010 13:54:11
tAuto63664,5545194.009,7421948.073,239.7161,05/26/2010 13:54:12
tAuto63665,5545194.941,7421947.728,239.7119,05/26/2010 13:54:13
tAuto63666,5545195.933,7421947.484,239.6958,05/26/2010 13:54:14
tAuto63667,5545196.955,7421947.36,239.7052,05/26/2010 13:54:15
tAuto63668,5545198.005,7421947.415,239.6897,05/26/2010 13:54:16
tAuto63669,5545198.99,7421947.648,239.7089,05/26/2010 13:54:17
tAuto63670,5545199.818,7421948.098,239.6983,05/26/2010 13:54:18
tAuto63671,5545200.398,7421948.564,239.7006,05/26/2010 13:54:19
tAuto63672,5545200.669,7421949.086,239.702,05/26/2010 13:54:20
tAuto63673,5545200.787,7421949.426,239.7143,05/26/2010 13:54:21
tAuto63674,5545200.752,7421949.684,239.71,05/26/2010 13:54:22
tAuto63675,5545200.688,7421949.862,239.7073,05/26/2010 13:54:23
tAuto63676,5545200.471,7421949.899,239.7038,05/26/2010 13:54:24
tAuto63677,5545200.194,7421949.875,239.7024,05/26/2010 13:54:25
tAuto63678,5545199.855,7421949.81,239.7054,05/26/2010 13:54:26
tAuto63679,5545199.453,7421949.804,239.6999,05/26/2010 13:54:27
tAuto63680,5545199.05,7421949.858,239.7077,05/26/2010 13:54:28
tAuto63681,5545198.587,7421949.871,239.7093,05/26/2010 13:54:29
tAuto63682,5545198.091,7421949.983,239.7043,05/26/2010 13:54:30
tAuto63683,5545197.626,7421950.036,239.703,05/26/2010 13:54:31
tAuto63684,5545197.098,7421950.268,239.698,05/26/2010 13:54:32
tAuto63685,5545196.571,7421950.379,239.7018,05/26/2010 13:54:33
tAuto63686,5545196.012,7421950.55,239.7062,05/26/2010 13:54:34
tAuto63687,5545195.484,7421950.722,239.7041,05/26/2010 13:54:35
tAuto63688,5545194.987,7421950.894,239.7108,05/26/2010 13:54:36
tAuto63689,5545194.646,7421951.008,239.7067,05/26/2010 13:54:37
tAuto63690,5545194.428,7421951.104,239.7085,05/26/2010 13:54:38
tAuto63691,5545194.272,7421951.182,239.7088,05/26/2010 13:54:39
tAuto63692,5545194.148,7421951.22,239.7069,05/26/2010 13:54:40
tAuto63693,5545194.024,7421951.278,239.7023,05/26/2010 13:54:41
tAuto63694,5545193.93,7421951.336,239.7067,05/26/2010 13:54:42
tAuto63695,5545193.836,7421951.414,239.7063,05/26/2010 13:54:43
tAuto63696,5545193.743,7421951.492,239.709,05/26/2010 13:54:44
tAuto63697,5545193.68,7421951.571,239.7076,05/26/2010 13:54:45
tAuto63698,5545193.617,7421951.63,239.707,05/26/2010 13:54:46
tAuto63699,5545193.554,7421951.689,239.7112,05/26/2010 13:54:47
tAuto63700,5545193.492,7421951.728,239.7135,05/26/2010 13:54:48
tAuto63701,5545193.301,7421952.083,239.7044,05/26/2010 13:54:49
tAuto63702,5545192.955,7421952.516,239.7031,05/26/2010 13:54:50
tAuto63703,5545192.268,7421953.003,239.7088,05/26/2010 13:54:51
tAuto63704,5545191.462,7421953.23,239.7095,05/26/2010 13:54:52
tAuto63705,5545190.506,7421953.077,239.7094,05/26/2010 13:54:53
tAuto63706,5545189.741,7421952.549,239.7,05/26/2010 13:54:54
tAuto63707,5545189.29,7421951.726,239.6963,05/26/2010 13:54:55
tAuto63708,5545189.27,7421950.949,239.7007,05/26/2010 13:54:56
tAuto63709,5545189.459,7421950.674,239.7049,05/26/2010 13:54:57
tAuto63710,5545189.615,7421950.596,239.7025,05/26/2010 13:54:58
tAuto63711,5545189.767,7421950.738,239.6987,05/26/2010 13:54:59
tAuto63712,5545189.981,7421950.94,239.7037,05/26/2010 13:55:00
tAuto63713,5545190.223,7421951.302,239.7054,05/26/2010 13:55:01
tAuto63714,5545190.651,7421951.606,239.6918,05/26/2010 13:55:02
tAuto63715,5545191.109,7421951.991,239.7102,05/26/2010 13:55:03
tAuto63716,5545191.723,7421952.279,239.6968,05/26/2010 13:55:04
tAuto63717,5545192.399,7421952.508,239.6965,05/26/2010 13:55:05
tAuto63718,5545193.23,7421952.739,239.6973,05/26/2010 13:55:06
tAuto63719,5545194.063,7421952.83,239.6945,05/26/2010 13:55:07
tAuto63720,5545195.02,7421952.884,239.6841,05/26/2010 13:55:08
tAuto63721,5545195.978,7421952.858,239.6921,05/26/2010 13:55:09
tAuto63722,5545196.999,7421952.814,239.697,05/26/2010 13:55:10
tAuto63723,5545198.052,7421952.61,239.6846,05/26/2010 13:55:11
tAuto63724,5545199.135,7421952.506,239.7018,05/26/2010 13:55:12
tAuto63725,5545200.25,7421952.363,239.6893,05/26/2010 13:55:13
tAuto63726,5545201.364,7421952.24,239.6993,05/26/2010 13:55:14
tAuto63727,5545202.54,7421952.138,239.6962,05/26/2010 13:55:15
tAuto63728,5545203.684,7421952.055,239.6963,05/26/2010 13:55:16
tAuto63729,5545204.86,7421951.953,239.6994,05/26/2010 13:55:17
tAuto63730,5545206.036,7421951.831,239.6954,05/26/2010 13:55:18
tAuto63731,5545207.181,7421951.708,239.6963,05/26/2010 13:55:19
tAuto63732,5545208.358,7421951.526,239.6873,05/26/2010 13:55:20
tAuto63733,5545209.503,7421951.384,239.6981,05/26/2010 13:55:21
tAuto63734,5545210.681,7421951.182,239.6881,05/26/2010 13:55:22
tAuto63735,5545211.795,7421951.019,239.7051,05/26/2010 13:55:23
tAuto63736,5545212.911,7421950.816,239.6925,05/26/2010 13:55:24
tAuto63737,5545213.995,7421950.613,239.7062,05/26/2010 13:55:25
tAuto63738,5545215.051,7421950.231,239.6945,05/26/2010 13:55:26
tAuto63739,5545216.107,7421949.888,239.6929,05/26/2010 13:55:27
tAuto63740,5545217.163,7421949.545,239.7028,05/26/2010 13:55:28
tAuto63741,5545218.218,7421949.202,239.6918,05/26/2010 13:55:29
tAuto63742,5545219.304,7421948.88,239.7039,05/26/2010 13:55:30
tAuto63743,5545220.389,7421948.637,239.6988,05/26/2010 13:55:31
tAuto63744,5545221.443,7421948.453,239.7036,05/26/2010 13:55:32
tAuto63745,5545222.495,7421948.329,239.6996,05/26/2010 13:55:33
tAuto63746,5545223.547,7421948.265,239.7051,05/26/2010 13:55:34
tAuto63747,5545224.598,7421948.24,239.7004,05/26/2010 13:55:35
tAuto63748,5545225.616,7421948.355,239.7003,05/26/2010 13:55:36
tAuto63749,5545226.603,7421948.469,239.709,05/26/2010 13:55:37
tAuto63750,5545227.558,7421948.682,239.7077,05/26/2010 13:55:38
tAuto63751,5545228.545,7421948.815,239.7041,05/26/2010 13:55:39
tAuto63752,5545229.499,7421949.028,239.7087,05/26/2010 13:55:40
tAuto63753,5545230.517,7421949.202,239.7135,05/26/2010 13:55:41
tAuto63754,5545231.471,7421949.415,239.7054,05/26/2010 13:55:42
tAuto63755,5545232.52,7421949.57,239.7013,05/26/2010 13:55:43
tAuto63756,5545233.506,7421949.724,239.7126,05/26/2010 13:55:44
tAuto63757,5545234.554,7421949.898,239.71,05/26/2010 13:55:45
tAuto63758,5545235.602,7421950.073,239.6963,05/26/2010 13:55:46
tAuto63759,5545236.65,7421950.267,239.712,05/26/2010 13:55:47
tAuto63760,5545237.729,7421950.462,239.6996,05/26/2010 13:55:48
tAuto63761,5545238.776,7421950.696,239.7224,05/26/2010 13:55:49
tAuto63762,5545239.822,7421950.99,239.7059,05/26/2010 13:55:50
tAuto63763,5545240.838,7421951.283,239.704,05/26/2010 13:55:51
tAuto63764,5545241.884,7421951.577,239.7081,05/26/2010 13:55:52
tAuto63765,5545242.868,7421951.93,239.7009,05/26/2010 13:55:53
tAuto63766,5545243.883,7421952.263,239.7122,05/26/2010 13:55:54
tAuto63767,5545244.896,7421952.676,239.7055,05/26/2010 13:55:55
tAuto63768,5545245.849,7421953.048,239.7071,05/26/2010 13:55:56
tAuto63769,5545246.831,7421953.5,239.7027,05/26/2010 13:55:57
tAuto63770,5545247.783,7421953.892,239.7024,05/26/2010 13:55:58
tAuto63771,5545248.798,7421954.245,239.7086,05/26/2010 13:55:59
tAuto63772,5545249.814,7421954.479,239.7028,05/26/2010 13:56:00
tAuto63773,5545250.863,7421954.594,239.6945,05/26/2010 13:56:01
tAuto63774,5545251.882,7421954.629,239.7049,05/26/2010 13:56:02
tAuto63775,5545252.782,7421954.403,239.7017,05/26/2010 13:56:03
tAuto63776,5545253.682,7421954.117,239.7015,05/26/2010 13:56:04
tAuto63777,5545254.491,7421953.711,239.6929,05/26/2010 13:56:05
tAuto63778,5545255.179,7421953.164,239.6956,05/26/2010 13:56:06
tAuto63779,5545255.837,7421952.577,239.7182,05/26/2010 13:56:07
tAuto63780,5545256.249,7421951.846,239.694,05/26/2010 13:56:08
tAuto63781,5545256.661,7421951.136,239.7021,05/26/2010 13:56:09
tAuto63782,5545256.858,7421950.323,239.6955,05/26/2010 13:56:10
tAuto63783,5545256.994,7421949.509,239.6934,05/26/2010 13:56:11
tAuto63784,5545257.069,7421948.614,239.6977,05/26/2010 13:56:12
tAuto63785,5545257.081,7421947.759,239.6952,05/26/2010 13:56:13
tAuto63786,5545257.064,7421946.803,239.705,05/26/2010 13:56:14
tAuto63787,5545256.954,7421945.886,239.693,05/26/2010 13:56:15
tAuto63788,5545256.813,7421944.929,239.6981,05/26/2010 13:56:16
tAuto63789,5545256.611,7421943.99,239.6988,05/26/2010 13:56:17
tAuto63790,5545256.409,7421942.992,239.7001,05/26/2010 13:56:18
tAuto63791,5545256.176,7421942.034,239.7014,05/26/2010 13:56:19
tAuto63792,5545255.693,7421941.25,239.6962,05/26/2010 13:56:20
tAuto63793,5545255.24,7421940.527,239.7041,05/26/2010 13:56:21
tAuto63794,5545254.6,7421939.921,239.7003,05/26/2010 13:56:22
tAuto63795,5545253.991,7421939.315,239.6946,05/26/2010 13:56:23
tAuto63796,5545253.289,7421938.688,239.7048,05/26/2010 13:56:24
tAuto63797,5545252.556,7421938.08,239.6864,05/26/2010 13:56:25
tAuto63798,5545251.824,7421937.453,239.7049,05/26/2010 13:56:26
tAuto63799,5545251.03,7421936.804,239.6802,05/26/2010 13:56:27
tAuto63800,5545250.267,7421936.156,239.708,05/26/2010 13:56:28
tAuto63801,5545249.442,7421935.467,239.6861,05/26/2010 13:56:29
tAuto63802,5545248.679,7421934.819,239.7005,05/26/2010 13:56:30
tAuto63803,5545247.824,7421934.17,239.6904,05/26/2010 13:56:31
tAuto63804,5545247.029,7421933.542,239.704,05/26/2010 13:56:32
tAuto63805,5545246.143,7421932.892,239.6964,05/26/2010 13:56:33
tAuto63806,5545245.349,7421932.263,239.6988,05/26/2010 13:56:34
tAuto63807,5545244.431,7421931.633,239.6869,05/26/2010 13:56:35
tAuto63808,5545243.543,7421931.043,239.7068,05/26/2010 13:56:36
tAuto63809,5545242.594,7421930.452,239.7033,05/26/2010 13:56:37
tAuto63810,5545241.643,7421929.94,239.6968,05/26/2010 13:56:38
tAuto63811,5545240.662,7421929.448,239.6957,05/26/2010 13:56:39
tAuto63812,5545239.711,7421928.957,239.7035,05/26/2010 13:56:40
tAuto63813,5545238.729,7421928.525,239.7064,05/26/2010 13:56:41
tAuto63814,5545237.744,7421928.252,239.6915,05/26/2010 13:56:42
tAuto63815,5545236.728,7421927.958,239.697,05/26/2010 13:56:43
tAuto63816,5545235.742,7421927.785,239.6889,05/26/2010 13:56:44
tAuto63817,5545234.725,7421927.591,239.7031,05/26/2010 13:56:45
tAuto63818,5545233.676,7421927.456,239.6893,05/26/2010 13:56:46
tAuto63819,5545232.659,7421927.302,239.7038,05/26/2010 13:56:47
tAuto63820,5545231.548,7421927.206,239.6837,05/26/2010 13:56:48
tAuto63821,5545230.5,7421927.031,239.6959,05/26/2010 13:56:49
tAuto63822,5545229.422,7421926.817,239.7014,05/26/2010 13:56:50
tAuto63823,5545228.438,7421926.484,239.6988,05/26/2010 13:56:51
tAuto63824,5545227.455,7421926.052,239.7014,05/26/2010 13:56:52
tAuto63825,5545226.597,7421925.562,239.6952,05/26/2010 13:56:53
tAuto63826,5545225.771,7421924.972,239.6967,05/26/2010 13:56:54
tAuto63827,5545224.976,7421924.404,239.6964,05/26/2010 13:56:55
tAuto63828,5545224.275,7421923.717,239.7112,05/26/2010 13:56:56
tAuto63829,5545223.543,7421923.069,239.6951,05/26/2010 13:56:57
tAuto63830,5545222.936,7421922.344,239.7016,05/26/2010 13:56:58
tAuto63831,5545222.328,7421921.638,239.704,05/26/2010 13:56:59
tAuto63832,5545221.815,7421920.835,239.7043,05/26/2010 13:57:00
tAuto63833,5545221.332,7421920.052,239.6999,05/26/2010 13:57:01
tAuto63834,5545220.881,7421919.189,239.709,05/26/2010 13:57:02
tAuto63835,5545220.461,7421918.327,239.7052,05/26/2010 13:57:03
tAuto63836,5545220.041,7421917.406,239.6997,05/26/2010 13:57:04
tAuto63837,5545219.529,7421916.503,239.6962,05/26/2010 13:57:05
tAuto63838,5545219.017,7421915.639,239.7058,05/26/2010 13:57:06
tAuto63839,5545218.287,7421914.833,239.6934,05/26/2010 13:57:07
tAuto63840,5545217.588,7421914.046,239.7055,05/26/2010 13:57:08
tAuto63841,5545216.765,7421913.258,239.696,05/26/2010 13:57:09
tAuto63842,5545215.941,7421912.53,239.6955,05/26/2010 13:57:10
tAuto63843,5545215.024,7421911.86,239.6998,05/26/2010 13:57:11
tAuto63844,5545214.076,7421911.189,239.694,05/26/2010 13:57:12
tAuto63845,5545213.127,7421910.558,239.703,05/26/2010 13:57:13
tAuto63846,5545212.084,7421910.065,239.6825,05/26/2010 13:57:14
tAuto63847,5545211.102,7421909.593,239.7055,05/26/2010 13:57:15
tAuto63848,5545209.993,7421909.298,239.6795,05/26/2010 13:57:16
tAuto63849,5545208.978,7421908.985,239.7111,05/26/2010 13:57:17
tAuto63850,5545207.87,7421908.71,239.684,05/26/2010 13:57:18
tAuto63851,5545206.824,7421908.396,239.7091,05/26/2010 13:57:19
tAuto63852,5545205.685,7421908.121,239.6892,05/26/2010 13:57:20
tAuto63853,5545204.638,7421907.827,239.6995,05/26/2010 13:57:21
tAuto63854,5545203.499,7421907.552,239.7026,05/26/2010 13:57:22
tAuto63855,5545202.391,7421907.257,239.6786,05/26/2010 13:57:23
tAuto63856,5545201.252,7421906.962,239.7041,05/26/2010 13:57:24
tAuto63857,5545200.144,7421906.627,239.678,05/26/2010 13:57:25
tAuto63858,5545199.036,7421906.313,239.699,05/26/2010 13:57:26
tAuto63859,5545197.992,7421905.899,239.6861,05/26/2010 13:57:27
tAuto63860,5545196.978,7421905.506,239.7094,05/26/2010 13:57:28
tAuto63861,5545196.027,7421905.015,239.693,05/26/2010 13:57:29
tAuto63862,5545195.076,7421904.563,239.7035,05/26/2010 13:57:30
tAuto63863,5545194.188,7421904.013,239.6961,05/26/2010 13:57:31
tAuto63864,5545193.299,7421903.522,239.6962,05/26/2010 13:57:32
tAuto63865,5545192.411,7421902.932,239.6953,05/26/2010 13:57:33
tAuto63866,5545191.585,7421902.383,239.7035,05/26/2010 13:57:34
tAuto63867,5545190.76,7421901.774,239.6982,05/26/2010 13:57:35
tAuto63868,5545189.965,7421901.185,239.7036,05/26/2010 13:57:36
tAuto63869,5545189.14,7421900.556,239.6924,05/26/2010 13:57:37
tAuto63870,5545188.376,7421899.928,239.7033,05/26/2010 13:57:38
tAuto63871,5545187.583,7421899.239,239.7029,05/26/2010 13:57:39
tAuto63872,5545186.85,7421898.612,239.7007,05/26/2010 13:57:40
tAuto63873,5545186.089,7421897.884,239.6879,05/26/2010 13:57:41
tAuto63874,5545185.357,7421897.217,239.7006,05/26/2010 13:57:42
tAuto63875,5545184.626,7421896.47,239.6975,05/26/2010 13:57:43
tAuto63876,5545183.956,7421895.783,239.7059,05/26/2010 13:57:44
tAuto63877,5545183.319,7421894.998,239.7089,05/26/2010 13:57:45
tAuto63878,5545182.712,7421894.253,239.707,05/26/2010 13:57:46
tAuto63879,5545182.137,7421893.388,239.718,05/26/2010 13:57:47
tAuto63880,5545181.561,7421892.604,239.715,05/26/2010 13:57:48
tAuto63881,5545180.987,7421891.72,239.7152,05/26/2010 13:57:49
tAuto63882,5545180.412,7421890.895,239.7275,05/26/2010 13:57:50
tAuto63883,5545179.68,7421890.228,239.7109,05/26/2010 13:57:51
tAuto63884,5545178.917,7421889.62,239.7223,05/26/2010 13:57:52
tAuto63885,5545178.091,7421889.051,239.726,05/26/2010 13:57:53
tAuto63886,5545177.233,7421888.54,239.7058,05/26/2010 13:57:54
tAuto63887,5545176.344,7421888.01,239.7051,05/26/2010 13:57:55
tAuto63888,5545175.362,7421887.598,239.6878,05/26/2010 13:57:56
tAuto63889,5545174.442,7421887.126,239.7091,05/26/2010 13:57:57
tAuto63890,5545173.427,7421886.793,239.7003,05/26/2010 13:57:58
tAuto63891,5545172.443,7421886.421,239.7152,05/26/2010 13:57:59
tAuto63892,5545171.367,7421886.067,239.6933,05/26/2010 13:58:00
tAuto63893,5545170.352,7421885.753,239.7082,05/26/2010 13:58:01
tAuto63894,5545169.307,7421885.34,239.7059,05/26/2010 13:58:02
tAuto63895,5545168.23,7421885.046,239.7032,05/26/2010 13:58:03
tAuto63896,5545167.185,7421884.632,239.7046,05/26/2010 13:58:04
tAuto63897,5545166.109,7421884.318,239.697,05/26/2010 13:58:05
tAuto63898,5545165.033,7421883.924,239.7177,05/26/2010 13:58:06
tAuto63899,5545163.925,7421883.61,239.6986,05/26/2010 13:58:07
tAuto63900,5545162.879,7421883.256,239.7138,05/26/2010 13:58:08
tAuto63901,5545161.741,7421882.941,239.701,05/26/2010 13:58:09
tAuto63902,5545160.664,7421882.607,239.7118,05/26/2010 13:58:10
tAuto63903,5545159.526,7421882.252,239.6958,05/26/2010 13:58:11
tAuto63904,5545158.48,7421881.938,239.6993,05/26/2010 13:58:12
tAuto63905,5545157.404,7421881.544,239.7004,05/26/2010 13:58:13
tAuto63906,5545156.328,7421881.17,239.6928,05/26/2010 13:58:14
tAuto63907,5545155.284,7421880.757,239.6983,05/26/2010 13:58:15
tAuto63908,5545154.209,7421880.303,239.6841,05/26/2010 13:58:16
tAuto63909,5545153.195,7421879.871,239.7063,05/26/2010 13:58:17
tAuto63910,5545152.12,7421879.417,239.681,05/26/2010 13:58:18
tAuto63911,5545151.138,7421878.985,239.7041,05/26/2010 13:58:19
tAuto63912,5545150.064,7421878.492,239.692,05/26/2010 13:58:20
tAuto63913,5545149.081,7421878.039,239.7081,05/26/2010 13:58:21
tAuto63914,5545148.038,7421877.566,239.6977,05/26/2010 13:58:22
tAuto63915,5545147.024,7421877.134,239.7033,05/26/2010 13:58:23
tAuto63916,5545145.98,7421876.661,239.6923,05/26/2010 13:58:24
tAuto63917,5545144.935,7421876.307,239.6925,05/26/2010 13:58:25
tAuto63918,5545143.89,7421875.954,239.7107,05/26/2010 13:58:26
tAuto63919,5545142.812,7421875.679,239.6921,05/26/2010 13:58:27
tAuto63920,5545141.735,7421875.345,239.7055,05/26/2010 13:58:28
tAuto63921,5545140.719,7421875.091,239.7019,05/26/2010 13:58:29
tAuto63922,5545139.734,7421874.878,239.7118,05/26/2010 13:58:30
tAuto63923,5545138.718,7421874.604,239.6967,05/26/2010 13:58:31
tAuto63924,5545137.733,7421874.351,239.7062,05/26/2010 13:58:32
tAuto63925,5545136.685,7421874.137,239.7038,05/26/2010 13:58:33
tAuto63926,5545135.637,7421874.002,239.7046,05/26/2010 13:58:34
tAuto63927,5545134.677,7421874.108,239.6801,05/26/2010 13:58:35
